input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired
science.bigcommerce.net,Anmelden – Google Konten,,104749,accounts.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:26:19Z,CN=accounts.google.com,accounts.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,accounts.google.com,443,https://science.bigcommerce.net:443,https,GSE,text/html,GET,35.244.212.253,OpenGSE,1885,True,
shared-lb-global-lb1.gcp.bigcommerce.net,503 Service Temporarily Unavailable,,596,shared-lb-global-lb1.gcp.bigcommerce.net,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,shared-lb-global-lb1.gcp.bigcommerce.net,443,https://shared-lb-global-lb1.gcp.bigcommerce.net:443,https,,text/html,GET,35.244.212.253,HTTP/3,14,True,
shared-lb-lb1.gcp.bigcommerce.net,503 Service Temporarily Unavailable,,194,shared-lb-lb1.gcp.bigcommerce.net,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,shared-lb-lb1.gcp.bigcommerce.net,443,https://shared-lb-lb1.gcp.bigcommerce.net:443,https,,text/html,GET,35.227.219.245,HSTS,8,True,
shop.bigcommerce.com,BigCommerce Shop,,110968,shop.bigcommerce.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=shop.bigcommerce.com,shop.bigcommerce.com,,"CN=Encryption Everywhere DV TLS CA - G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Encryption Everywhere DV TLS CA - G1,DigiCert Inc,ctls,shop.bigcommerce.com,443,https://shop.bigcommerce.com:443,https,cloudflare,text/html,GET,192.200.160.23,PayPal,1817,,
staff.bigcommerce.net,Staff Center,,765,staff.bigcommerce.net,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,staff.bigcommerce.net,443,https://staff.bigcommerce.net:443,https,,text/html,GET,35.244.212.253,HTTP/3,35,True,
start.bigcommerce.com,Start with BigCommerce – Start selling online with BigCommerce,,20691,start.bigcommerce.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T04:26:59Z,CN=start.bigcommerce.com,start.bigcommerce.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,start.bigcommerce.com,443,https://start.bigcommerce.com:443,https,nginx,text/html,GET,34.139.118.111,WordPress,123,True,
status.bigcommerce.com,BigCommerce Status,,82822,status.bigcommerce.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T06:44:21Z,CN=status.airbrake.io,status.airbrake.io,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,status.bigcommerce.com,443,https://status.bigcommerce.com:443,https,,text/html,GET,52.215.192.131,HSTS,2288,,
stencil-bundle.bigcommerce.net,,,60,stencil-bundle.bigcommerce.net,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,stencil-bundle.bigcommerce.net,443,https://stencil-bundle.bigcommerce.net:443,https,,application/json,GET,35.244.212.253,HTTP/3,1,True,
stencil.bigcommerce.com,,,314914,www.bigcommerce.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bigcommerce.com,443,https://stencil.bigcommerce.com:443,https,cloudflare,text/html,GET,34.98.114.7,webpack,285,True,
sydvpn.corp.bigcommerce.net,,,131,sydvpn.corp.bigcommerce.net,443,tls13,TLS_AES_256_GCM_SHA384,2020-05-01T17:11:43Z,"CN=syd-fw-01.interspire.corp, CN=syd-fw-01, CN=sydvpn.corp.bigcommerce.net",syd-fw-01.interspire.corp,,"CN=interspire-AUS-CA-01-CA, DC=interspire, DC=corp, DC=interspire, DC=corp",interspire-AUS-CA-01-CA,,ctls,sydvpn.corp.bigcommerce.net,443,https://sydvpn.corp.bigcommerce.net:443,https,xxxxxxxx-xxxxx,text/html,GET,60.241.132.198,HSTS,4,,True
www-cdn.bigcommerce.com,,,243,www-cdn.bigcommerce.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www-cdn.bigcommerce.com,443,https://www-cdn.bigcommerce.com:443,https,cloudflare,application/xml,GET,63.141.128.3,HTTP/3,2,,
www.bigcommerce.com,,,314914,www.bigcommerce.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bigcommerce.com,443,https://www.bigcommerce.com:443,https,cloudflare,text/html,GET,63.141.128.3,webpack,285,,
